"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.784654166E-2,6.405213615E-3,2.516190285E-2,-4.859153152E-2,5.509342113E-2
3.784554166E-2,-6.263219008E-2,-4.059466012E-3,2.046525478E-4,6.276394173E-2
4.784454167E-2,-6.081008348E-3,-8.095269073E-3,-1.566001296E-2,1.864800391E-2
5.784354167E-2,1.148677384E-1,2.582190732E-2,-8.646920979E-2,1.460763241E-1
6.784254167E-2,9.739013669E-2,5.086301034E-2,-4.111528158E-2,1.173130467E-1
7.784154167E-2,7.793533559E-2,1.816309635E-2,1.419493461E-1,1.629522367E-1
8.783954167E-2,-2.075035680E-2,3.132152427E-2,6.156825721E-2,7.212673212E-2
9.783854167E-2,7.048117260E-2,3.695696108E-2,-1.797282064E-1,1.965595097E-1
1.078375417E-1,1.177975497E-1,-6.050881483E-3,-1.481561655E-1,1.893756195E-1
1.178365417E-1,-5.511329658E-3,7.551828850E-2,1.184376919E-1,1.405733742E-1
1.278355417E-1,-7.236819243E-2,-2.545208920E-2,1.540624380E-1,1.721051973E-1
1.378345417E-1,-4.739620989E-2,1.582790114E-2,-9.008571267E-2,1.030163035E-1
1.478335417E-1,8.499795897E-4,4.259808065E-2,-1.285650694E-1,1.354411164E-1
1.578315417E-1,4.450903296E-2,-2.165649706E-2,1.660609245E-3,4.952590739E-2
1.678305417E-1,2.000213703E-2,4.642579593E-3,-2.961965561E-2,3.604112969E-2
1.778295417E-1,3.723654935E-2,-3.844345121E-2,-2.632884264E-2,5.964618599E-2
1.878285417E-1,6.554538255E-2,2.574450480E-2,1.187107569E-1,1.380261588E-1
1.978275417E-1,7.507451224E-2,-3.796030674E-3,6.108527720E-2,9.686074193E-2
2.078265417E-1,6.451938350E-2,1.347947661E-3,-1.366511840E-1,1.511228437E-1
2.178255417E-1,8.203435253E-2,-5.595785379E-3,-1.317091173E-1,1.552682820E-1
2.278245417E-1,5.338005396E-2,-1.110939911E-2,6.438544571E-2,8.437022300E-2
2.378225417E-1,-1.120267133E-3,-7.768628988E-3,1.468656850E-1,1.470752733E-1
2.478215417E-1,-5.956850946E-4,-9.058744032E-3,-9.257896543E-3,1.296627674E-2
2.578205417E-1,3.421010362E-2,3.851056628E-2,-1.444297349E-1,1.533406118E-1
2.678195417E-1,4.142581441E-2,3.143806659E-2,-7.497416854E-2,9.124459479E-2
2.778185417E-1,-5.702862516E-5,-1.233024292E-2,3.415007830E-2,3.630793288E-2
2.878175417E-1,1.389514512E-2,-1.779536130E-2,4.073813617E-2,4.657623515E-2
2.978165417E-1,6.493022349E-2,1.881219210E-2,2.007875383E-2,7.051942179E-2
3.078145417E-1,2.096310865E-2,3.380057925E-2,1.139563859E-2,4.137380404E-2
3.178135417E-1,-1.155153084E-2,-2.878644565E-2,-4.937388897E-2,5.830847477E-2
3.278125417E-1,5.004002844E-2,-9.005114101E-3,-1.131371909E-1,1.240367708E-1
3.378115417E-1,6.591720151E-2,4.575731300E-2,-4.877045631E-2,9.390083363E-2
3.478105417E-1,2.450346068E-2,5.826390428E-2,8.309945941E-2,1.044060452E-1
3.578095417E-1,-2.232183712E-3,2.895175740E-2,5.914517105E-2,6.588883182E-2
3.678085417E-1,4.739468413E-2,-1.760258591E-2,-6.165304184E-2,7.973208064E-2
3.778075417E-1,6.854384387E-2,1.120856423E-3,-8.290591657E-2,1.075774412E-1
3.878055417E-1,5.113729501E-2,3.141575580E-2,1.289369524E-2,6.138582923E-2
3.978045417E-1,2.499547190E-2,4.482064387E-2,3.998267591E-2,6.505596134E-2
4.078035417E-1,3.404590650E-2,3.655459955E-2,-4.668943226E-2,6.837591376E-2
4.178025417E-1,5.598296941E-2,2.035159953E-3,-5.492172718E-2,7.845145542E-2
4.278015417E-1,6.722196657E-4,-4.902543146E-3,-1.031448841E-2,1.144008216E-2
4.378005417E-1,-1.888140852E-2,1.612720549E-2,3.454535007E-3,2.507046383E-2
4.477995417E-1,1.903707693E-2,-8.126770947E-3,-3.875709951E-2,4.393822330E-2
4.577975417E-1,3.060625448E-2,-4.782401137E-3,-1.959928215E-2,3.665714166E-2
4.677965417E-1,8.954919409E-3,-2.420058405E-2,2.845313609E-2,3.841145406E-2
4.777955417E-1,2.019715538E-2,-3.522503408E-2,8.695979118E-3,4.152527139E-2
4.877945417E-1,5.076399597E-2,3.862067666E-3,-4.818222642E-2,7.009583294E-2
4.977935416E-1,8.517229736E-2,-3.440903686E-4,-1.958817244E-2,8.739642518E-2
5.077925416E-1,6.187732367E-2,-7.486171927E-3,1.798603535E-2,6.487174595E-2
5.177915416E-1,3.913621835E-2,1.565343484E-2,-1.180260479E-2,4.377185271E-2
5.277895417E-1,3.180579707E-2,3.295357352E-2,-6.090284407E-2,7.620172669E-2
5.377882917E-1,2.304484076E-2,7.505668737E-3,-2.707260847E-2,3.633628873E-2
5.477872917E-1,4.156200886E-3,-4.898066372E-3,1.589097798E-2,1.714025207E-2
5.577862916E-1,8.040803173E-3,1.042361207E-2,8.707673550E-3,1.578384563E-2
5.677852916E-1,7.388715288E-3,2.463512354E-2,-4.323782086E-2,5.030896121E-2
5.777842916E-1,2.306875496E-2,4.252517318E-2,-4.293785870E-2,6.468552790E-2
5.877832916E-1,3.670047388E-2,2.440887284E-2,-6.413810849E-3,4.454048524E-2
5.977812916E-1,2.498416577E-2,1.003455296E-2,-1.599447370E-2,3.131651291E-2
6.077802916E-1,2.197299132E-2,7.099305522E-3,-1.809245467E-2,2.933512233E-2
6.177792916E-1,4.472858677E-2,1.901971344E-3,-2.076931000E-3,4.481715756E-2
6.277782916E-1,4.150694453E-2,3.076777468E-2,-3.875534534E-3,5.181218168E-2
6.377772916E-1,3.180617622E-2,9.348400477E-3,-2.498515248E-2,4.151244731E-2
6.477762916E-1,1.483503022E-2,-7.631109785E-3,-3.276779652E-2,3.677010262E-2
6.577752916E-1,1.749595645E-2,1.207002355E-2,-4.622808695E-3,2.175234058E-2
6.677742917E-1,4.685518255E-2,2.120529301E-4,8.995356560E-3,4.771131457E-2
6.777722916E-1,6.415778803E-2,2.339491082E-2,-2.827713490E-2,7.391305686E-2
6.877712916E-1,4.316455251E-2,2.499977052E-3,-4.773491442E-2,6.440536106E-2
