"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.903833321E-3,-2.106517911E-2,-3.334603589E-2,-1.518755794E-2,4.226537350E-2
1.790183334E-2,-6.966902632E-3,-2.356694459E-2,-2.372332335E-2,3.415749815E-2
2.790083335E-2,-4.735806137E-3,-1.769564115E-2,-2.761523008E-2,3.313856527E-2
3.789983332E-2,5.097492971E-4,-9.761345236E-3,-2.866305113E-2,3.028389349E-2
4.789783334E-2,4.917581454E-3,-1.619361479E-2,-2.133064270E-2,2.722888329E-2
5.789683334E-2,-1.701704208E-3,-1.261984569E-2,-1.624181092E-2,2.063862215E-2
6.789483334E-2,-2.571168730E-2,-1.459433849E-2,-2.117919981E-2,3.636817406E-2
7.789383334E-2,-2.605893882E-2,1.391528261E-2,-2.791285336E-2,4.064272094E-2
8.789283334E-2,-4.454924170E-2,1.229463086E-2,-1.848070979E-2,4.977277889E-2
9.789083333E-2,-3.917104583E-2,1.414977651E-2,-3.135393977E-2,5.213114756E-2
1.078898333E-1,-3.428310245E-2,1.228861577E-2,-3.270230770E-2,4.894672737E-2
1.178888333E-1,-3.011573704E-2,2.949945421E-3,-2.282752991E-2,3.790456328E-2
1.278868333E-1,-1.299510788E-2,8.939975890E-3,-3.240994692E-2,3.604442616E-2
1.378858333E-1,-8.326983266E-4,8.955923257E-3,-4.333605409E-2,4.425963773E-2
1.478848333E-1,1.335083786E-3,1.169203303E-3,-2.612009704E-2,2.618031617E-2
1.578828333E-1,-4.992005546E-3,-1.631610368E-2,3.217722774E-3,1.736344143E-2
1.678818333E-1,-8.860888872E-3,-1.901796841E-2,-1.354741395E-2,2.497460508E-2
1.778798333E-1,-1.675881442E-2,4.417505758E-3,-3.434537530E-2,3.847046948E-2
1.878788333E-1,-1.411706066E-2,-1.679654723E-2,-3.089668751E-2,3.789486376E-2
1.978778333E-1,-1.513242966E-2,-1.708005611E-2,-2.744916916E-2,3.569559681E-2
2.078758333E-1,-3.035876194E-2,-2.475920328E-2,-2.520325363E-2,4.658193391E-2
2.178748333E-1,-3.026370814E-2,-2.322899151E-2,-4.077146530E-2,5.583717812E-2
2.278738333E-1,-1.560305743E-2,-1.133059745E-2,-1.622309983E-2,2.519973824E-2
2.378718333E-1,-2.466794103E-2,-2.064060730E-2,-4.549718499E-3,3.248448742E-2
2.478708333E-1,-2.757599892E-2,-6.723299862E-3,-2.161598682E-2,3.567757508E-2
2.578698333E-1,-2.191445064E-2,-1.738102668E-2,-2.056875050E-2,3.471911192E-2
2.678678333E-1,-2.288044721E-2,-3.041501398E-2,-2.431272268E-2,4.516299840E-2
2.778668333E-1,-2.358584069E-2,1.554334959E-3,-4.481890798E-2,5.066993537E-2
2.878658333E-1,-1.795531919E-2,7.067023638E-3,-3.433835864E-2,3.938856667E-2
2.978638333E-1,-1.752827145E-2,3.226404518E-3,-2.849757493E-2,3.361192888E-2
3.078628333E-1,-2.885893285E-3,-8.958792618E-3,-2.325145304E-2,2.508422639E-2
3.178608333E-1,-3.362569269E-3,-3.112135306E-2,-9.177789688E-3,3.262019792E-2
3.278598333E-1,1.589218397E-3,-1.749144656E-2,-3.222926795E-2,3.670425085E-2
3.378588333E-1,6.463987269E-3,-4.565855444E-3,-2.998159826E-2,3.100848918E-2
3.478568333E-1,-1.127710456E-2,-3.100791023E-3,-4.974811077E-3,1.270971036E-2
